,id,stocks_number,open_price,open_value,open_commission,open_total,SL,close_price,close_value,close_commission,close_total,trans_result
1027,129,10,130,1300,"5,07","1305,07",0,0,0,0,0,0
1028,129,10,130,1300,"5,07","1305,07",117,0,0,0,0,0
1029,129,10,130,1300,"5,07","1305,07","117,18",0,0,0,0,0
1030,129,10,130,1300,"5,07","1305,07","117,72",0,0,0,0,0
1031,129,10,130,1300,"5,07","1305,07","118,26",0,0,0,0,0
1032,129,10,130,1300,"5,07","1305,07","120,78",0,0,0,0,0
1033,129,10,130,1300,"5,07","1305,07","125,46",0,0,0,0,0
1034,129,10,130,1300,"5,07","1305,07","130,32",0,0,0,0,0
1035,129,10,130,1300,"5,07","1305,07","130,32","130,32","1303,2","5,08248","1298,11752","-6,95248"
1036,130,10,"111,6",1116,"4,3524","1120,3524",0,0,0,0,0,0
1037,130,10,"111,6",1116,"4,3524","1120,3524","100,44",0,0,0,0,0
1038,130,10,"111,6",1116,"4,3524","1120,3524","104,04",0,0,0,0,0
1039,130,10,"111,6",1116,"4,3524","1120,3524","104,76",0,0,0,0,0
1040,130,10,"111,6",1116,"4,3524","1120,3524","104,94",0,0,0,0,0
1041,130,10,"111,6",1116,"4,3524","1120,3524",108,0,0,0,0,0
1042,130,10,"111,6",1116,"4,3524","1120,3524","112,5",0,0,0,0,0
1043,130,10,"111,6",1116,"4,3524","1120,3524","114,84",0,0,0,0,0
1044,130,10,"111,6",1116,"4,3524","1120,3524","115,02",0,0,0,0,0
1045,130,10,"111,6",1116,"4,3524","1120,3524","115,02","115,02","1150,2","4,48578","1145,71422","25,36182"
1046,131,10,"110,8",1108,"4,3212","1112,3212",0,0,0,0,0,0
1047,131,10,"110,8",1108,"4,3212","1112,3212","99,72",0,0,0,0,0
1048,131,10,"110,8",1108,"4,3212","1112,3212","100,8",0,0,0,0,0
1049,131,10,"110,8",1108,"4,3212","1112,3212","100,8","100,8",1008,"3,9312","1004,0688","-108,2524"
1050,132,10,"110,2",1102,"4,2978","1106,2978",0,0,0,0,0,0
1051,132,10,"110,2",1102,"4,2978","1106,2978","99,18",0,0,0,0,0
1052,132,10,"110,2",1102,"4,2978","1106,2978","103,5",0,0,0,0,0
1053,132,10,"110,2",1102,"4,2978","1106,2978","105,3",0,0,0,0,0
1054,132,10,"110,2",1102,"4,2978","1106,2978","105,66",0,0,0,0,0
1055,132,10,"110,2",1102,"4,2978","1106,2978","107,28",0,0,0,0,0
1056,132,10,"110,2",1102,"4,2978","1106,2978","111,42",0,0,0,0,0
1057,132,10,"110,2",1102,"4,2978","1106,2978","111,6",0,0,0,0,0
1058,132,10,"110,2",1102,"4,2978","1106,2978","112,14",0,0,0,0,0
1059,132,10,"110,2",1102,"4,2978","1106,2978","112,32",0,0,0,0,0
1060,132,10,"110,2",1102,"4,2978","1106,2978","115,02",0,0,0,0,0
1061,132,10,"110,2",1102,"4,2978","1106,2978",117,0,0,0,0,0
1062,132,10,"110,2",1102,"4,2978","1106,2978","117,9",0,0,0,0,0
1063,132,10,"110,2",1102,"4,2978","1106,2978","120,42",0,0,0,0,0
1064,132,10,"110,2",1102,"4,2978","1106,2978","125,1",0,0,0,0,0
1065,132,10,"110,2",1102,"4,2978","1106,2978","128,34",0,0,0,0,0
1066,132,10,"110,2",1102,"4,2978","1106,2978","129,78",0,0,0,0,0
1067,132,10,"110,2",1102,"4,2978","1106,2978","132,84",0,0,0,0,0
1068,132,10,"110,2",1102,"4,2978","1106,2978","132,84","132,84","1328,4","5,18076","1323,21924","216,92144"
1069,133,10,"121,4",1214,"4,7346","1218,7346",0,0,0,0,0,0
1070,133,10,"121,4",1214,"4,7346","1218,7346","109,26",0,0,0,0,0
1071,133,10,"121,4",1214,"4,7346","1218,7346","111,6",0,0,0,0,0
,,,,,,,,,,,,"-733,53634"
